            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2443432.500000000, A.D. 1977-Oct-16 00:00:00.0000, -4.215183116872526E+09, -1.086937436100472E+09,  1.335506836961498E+09,  2.095909753159487E+00, -5.596709294955486E+00, -8.178509344805018E-03,
2443433.500000000, A.D. 1977-Oct-17 00:00:00.0000, -4.215002086072341E+09, -1.087421577193185E+09,  1.335505313479288E+09,  2.091910098554808E+00, -5.611837749733536E+00, -2.489568880857673E-02,
2443434.500000000, A.D. 1977-Oct-18 00:00:00.0000, -4.214821977467803E+09, -1.087907193956035E+09,  1.335503080397711E+09,  2.076396354348195E+00, -5.628051736155977E+00, -2.328664048139828E-02,
2443435.500000000, A.D. 1977-Oct-19 00:00:00.0000, -4.214643202150323E+09, -1.088393703660215E+09,  1.335501787919527E+09,  2.063659469828651E+00, -5.630795655531073E+00, -4.931868816779872E-03,
2443436.500000000, A.D. 1977-Oct-20 00:00:00.0000, -4.214464942655584E+09, -1.088879718565027E+09,  1.335502235209626E+09,  2.065520642427635E+00, -5.617516657030349E+00,  1.365839393840318E-02,
2443437.500000000, A.D. 1977-Oct-21 00:00:00.0000, -4.214285881236542E+09, -1.089364283157487E+09,  1.335503656955813E+09,  2.080785505148071E+00, -5.599958438156315E+00,  1.574689486799929E-02,
2443438.500000000, A.D. 1977-Oct-22 00:00:00.0000, -4.214105375840863E+09, -1.089847727553529E+09,  1.335504405235795E+09,  2.096288402495106E+00, -5.593694732537677E+00, -6.784478117389803E-04,
2443439.500000000, A.D. 1977-Oct-23 00:00:00.0000, -4.213924033611171E+09, -1.090331373024479E+09,  1.335503420847528E+09,  2.098654137224855E+00, -5.604211102896705E+00, -2.109874355932861E-02,
2443440.500000000, A.D. 1977-Oct-24 00:00:00.0000, -4.213743168296772E+09, -1.090816352239716E+09,  1.335501178232524E+09,  2.086238974884962E+00, -5.622019726174586E+00, -2.744565212084371E-02,
2443441.500000000, A.D. 1977-Oct-25 00:00:00.0000, -4.213563628230615E+09, -1.091302599507773E+09,  1.335499261055788E+09,  2.070574097458448E+00, -5.631141494348454E+00, -1.420907126535198E-02,
2443442.500000000, A.D. 1977-Oct-26 00:00:00.0000, -4.213385040427327E+09, -1.091788909805073E+09,  1.335498950288917E+09,  2.066087486384231E+00, -5.623339093016731E+00,  6.666943488001120E-03,
2443443.500000000, A.D. 1977-Oct-27 00:00:00.0000, -4.213206142602335E+09, -1.092274012731142E+09,  1.335500081866261E+09,  2.077248146678236E+00, -5.605465289939066E+00,  1.641293779670461E-02,
2443444.500000000, A.D. 1977-Oct-28 00:00:00.0000, -4.213025908927076E+09, -1.092757706252881E+09,  1.335501191792614E+09,  2.094557813089660E+00, -5.593372008198153E+00,  6.179807482471933E-03,
2443445.500000000, A.D. 1977-Oct-29 00:00:00.0000, -4.212844466198213E+09, -1.093241037697882E+09,  1.335500822737573E+09,  2.103025315817185E+00, -5.597751389499132E+00, -1.504065588648595E-02,
2443446.500000000, A.D. 1977-Oct-30 00:00:00.0000, -4.212662980300199E+09, -1.093725368413170E+09,  1.335498825009869E+09,  2.095561400086053E+00, -5.614587583737133E+00, -2.845865995979890E-02,
2443447.500000000, A.D. 1977-Oct-31 00:00:00.0000, -4.212482615402604E+09, -1.094211159257332E+09,  1.335496488917865E+09,  2.079286499442002E+00, -5.628763683617298E+00, -2.225903550934483E-02,
2443448.500000000, A.D. 1977-Nov-01 00:00:00.0000, -4.212303496310062E+09, -1.094697560432058E+09,  1.335495393709901E+09,  2.069170556644104E+00, -5.627538645119272E+00, -2.113320953980313E-03,
2443449.500000000, A.D. 1977-Nov-02 00:00:00.0000, -4.212124597073048E+09, -1.095183168846729E+09,  1.335495999814503E+09,  2.074700691009685E+00, -5.611896840163276E+00,  1.386767314950310E-02,
2443450.500000000, A.D. 1977-Nov-03 00:00:00.0000, -4.211944655357343E+09, -1.095667279444788E+09,  1.335497237142273E+09,  2.091407760463897E+00, -5.595692336441897E+00,  1.127195076815202E-02,
2443451.500000000, A.D. 1977-Nov-04 00:00:00.0000, -4.211763299349941E+09, -1.096150515263557E+09,  1.335497459328494E+09,  2.104838079407692E+00, -5.593289096717466E+00, -7.729293870476273E-03,
2443452.500000000, A.D. 1977-Nov-05 00:00:00.0000, -4.211581379795697E+09, -1.096634271175755E+09,  1.335495913757092E+09,  2.103469535679801E+00, -5.606724108634096E+00, -2.632041122519091E-02,
2443453.500000000, A.D. 1977-Nov-06 00:00:00.0000, -4.211400210017842E+09, -1.097119468733512E+09,  1.335493412429578E+09,  2.088989441078831E+00, -5.623907680881763E+00, -2.806878404762747E-02,
2443454.500000000, A.D. 1977-Nov-07 00:00:00.0000, -4.211220394710729E+09, -1.097605735019162E+09,  1.335491606728875E+09,  2.074768603292684E+00, -5.629417834648577E+00, -1.156304014274134E-02,
2443455.500000000, A.D. 1977-Nov-08 00:00:00.0000, -4.211041291136629E+09, -1.098091735296919E+09,  1.335491515377897E+09,  2.073950216988449E+00, -5.618234215995590E+00,  8.336768790927263E-03,
2443456.500000000, A.D. 1977-Nov-09 00:00:00.0000, -4.210861581570195E+09, -1.098576362782011E+09,  1.335492615504184E+09,  2.087731632069221E+00, -5.600227018513764E+00,  1.372749650466210E-02,
2443457.500000000, A.D. 1977-Nov-10 00:00:00.0000, -4.210680448958634E+09, -1.099059726814029E+09,  1.335493307988339E+09,  2.104273243807419E+00, -5.591368105202199E+00, -3.518554507966343E-04,
2443458.500000000, A.D. 1977-Nov-11 00:00:00.0000, -4.210498306731785E+09, -1.099543055669872E+09,  1.335492345056635E+09,  2.109271515974871E+00, -5.599459100857988E+00, -2.147593873585629E-02,
2443459.500000000, A.D. 1977-Nov-12 00:00:00.0000, -4.210316429197185E+09, -1.100027599705900E+09,  1.335489943823234E+09,  2.098734224026052E+00, -5.617172541793666E+00, -3.094552626817215E-02,
2443460.500000000, A.D. 1977-Nov-13 00:00:00.0000, -4.210135814397656E+09, -1.100513516329442E+09,  1.335487591346502E+09,  2.082520213868129E+00, -5.628610831079222E+00, -2.046672402243432E-02,
2443461.500000000, A.D. 1977-Nov-14 00:00:00.0000, -4.209956294726821E+09, -1.100999730275500E+09,  1.335486718579940E+09,  2.075546178533598E+00, -5.623470922990152E+00,  4.749564530883710E-04,
2443462.500000000, A.D. 1977-Nov-15 00:00:00.0000, -4.209776685986875E+09, -1.101484891865784E+09,  1.335487424575671E+09,  2.084499222088486E+00, -5.606227826966802E+00,  1.305477801063715E-02,
2443463.500000000, A.D. 1977-Nov-16 00:00:00.0000, -4.209595843202629E+09, -1.101968581139980E+09,  1.335488386912760E+09,  2.101853527052771E+00, -5.592166606500167E+00,  5.894580080015199E-03,
2443464.500000000, A.D. 1977-Nov-17 00:00:00.0000, -4.209413683048460E+09, -1.102451683469981E+09,  1.335488041598600E+09,  2.112577625703834E+00, -5.593735606544429E+00, -1.475784588204210E-02,
2443465.500000000, A.D. 1977-Nov-18 00:00:00.0000, -4.209231258081728E+09, -1.102935598880703E+09,  1.335485979461121E+09,  2.107567289892935E+00, -5.609424679411963E+00, -3.061643985135465E-02,
2443466.500000000, A.D. 1977-Nov-19 00:00:00.0000, -4.209049816838332E+09, -1.103420992693391E+09,  1.335483310190011E+09,  2.091756626311625E+00, -5.625135647486507E+00, -2.768834444018120E-02,
2443467.500000000, A.D. 1977-Nov-20 00:00:00.0000, -4.208869690768975E+09, -1.103907203036732E+09,  1.335481672011641E+09,  2.079701866836940E+00, -5.626757920651250E+00, -8.729487040371353E-03,
2443468.500000000, A.D. 1977-Nov-21 00:00:00.0000, -4.208689998814376E+09, -1.104392830823449E+09,  1.335481771438091E+09,  2.082617536064121E+00, -5.612735110317037E+00,  9.210383895763119E-03,
2443469.500000000, A.D. 1977-Nov-22 00:00:00.0000, -4.208509432420346E+09, -1.104876987211985E+09,  1.335482752333815E+09,  2.098368770186315E+00, -5.595472217258084E+00,  9.973342090439985E-03,
2443470.500000000, A.D. 1977-Nov-23 00:00:00.0000, -4.208327423435484E+09, -1.105360087577470E+09,  1.335482958936012E+09,  2.113356058743332E+00, -5.590276056150267E+00, -7.268875749698367E-03,
2443471.500000000, A.D. 1977-Nov-24 00:00:00.0000, -4.208144651582122E+09, -1.105843480837039E+09,  1.335481414222380E+09,  2.114665890898791E+00, -5.601675462523154E+00, -2.726886387125260E-02,
2443472.500000000, A.D. 1977-Nov-25 00:00:00.0000, -4.207962437088720E+09, -1.106328245094367E+09,  1.335478691358760E+09,  2.101597024968498E+00, -5.619392343812185E+00, -3.233442385209839E-02,
2443473.500000000, A.D. 1977-Nov-26 00:00:00.0000, -4.207781563014618E+09, -1.106814226646225E+09,  1.335476401284468E+09,  2.086263545562329E+00, -5.627526441925808E+00, -1.809764836849448E-02,
2443474.500000000, A.D. 1977-Nov-27 00:00:00.0000, -4.207601577522786E+09, -1.107300177406252E+09,  1.335475756554074E+09,  2.082799106038390E+00, -5.618717227825878E+00,  2.605337329416368E-03,
2443475.500000000, A.D. 1977-Nov-28 00:00:00.0000, -4.207421196174751E+09, -1.107784867290516E+09,  1.335476489882727E+09,  2.094761569112127E+00, -5.600712884040439E+00,  1.115809947176949E-02,
2443476.500000000, A.D. 1977-Nov-29 00:00:00.0000, -4.207239447570754E+09, -1.108268182113121E+09,  1.335477091353857E+09,  2.111936775176622E+00, -5.589479303909368E+00, -2.234814732045010E-04,
2443477.500000000, A.D. 1977-Nov-30 00:00:00.0000, -4.207056540957319E+09, -1.108751226116652E+09,  1.335476156116738E+09,  2.119454318622968E+00, -5.594937476743393E+00, -2.152233289524208E-02,
2443478.500000000, A.D. 1977-Dec-01 00:00:00.0000, -4.206873679028334E+09, -1.109235335811877E+09,  1.335473638423750E+09,  2.111073398983865E+00, -5.612106027021018E+00, -3.388007580250596E-02,
2443479.500000000, A.D. 1977-Dec-02 00:00:00.0000, -4.206691984384288E+09, -1.109720887764398E+09,  1.335470891211353E+09,  2.094731764503662E+00, -5.625569467856673E+00, -2.642743429149830E-02,
2443480.500000000, A.D. 1977-Dec-03 00:00:00.0000, -4.206511499013057E+09, -1.110206963574715E+09,  1.335469459327685E+09,  2.085459130777561E+00, -5.623218669614340E+00, -5.952718710072968E-03,
2443481.500000000, A.D. 1977-Dec-04 00:00:00.0000, -4.206331146661216E+09, -1.110692168354203E+09,  1.335469702389660E+09,  2.091991320522537E+00, -5.607038931384049E+00,  9.138641351163823E-03,
2443482.500000000, A.D. 1977-Dec-05 00:00:00.0000, -4.206149692145219E+09, -1.111175874867384E+09,  1.335470472918542E+09,  2.108964446070737E+00, -5.591362403692541E+00,  5.227859073195340E-03,
2443483.500000000, A.D. 1977-Dec-06 00:00:00.0000, -4.205966844123778E+09, -1.111658784162355E+09,  1.335470139781753E+09,  2.121687149622770E+00, -5.590078608347500E+00, -1.433938890036535E-02,
2443484.500000000, A.D. 1977-Dec-07 00:00:00.0000, -4.205783515221632E+09, -1.112142299595776E+09,  1.335468044609538E+09,  2.119269606834753E+00, -5.604222246838586E+00, -3.224322918625955E-02,
2443485.500000000, A.D. 1977-Dec-08 00:00:00.0000, -4.205601006866484E+09, -1.112627274219446E+09,  1.335465088444052E+09,  2.104334317779913E+00, -5.621069716555382E+00, -3.266499665802236E-02,
2443486.500000000, A.D. 1977-Dec-09 00:00:00.0000, -4.205419848807366E+09, -1.113113250784295E+09,  1.335462927200119E+09,  2.090657454568538E+00, -5.625495975010321E+00, -1.537556766152459E-02,
2443487.500000000, A.D. 1977-Dec-10 00:00:00.0000, -4.205239327070597E+09, -1.113598869497430E+09,  1.335462495614485E+09,  2.090897757068627E+00, -5.613444008411784E+00,  4.065595193069704E-03,
2443488.500000000, A.D. 1977-Dec-11 00:00:00.0000, -4.205058119931877E+09, -1.114083080217707E+09,  1.335463173084914E+09,  2.105307744254288E+00, -5.595556885585317E+00,  8.163459135688278E-03,
2443489.500000000, A.D. 1977-Dec-12 00:00:00.0000, -4.204875477263564E+09, -1.114566080178484E+09,  1.335463336289034E+09,  2.121486051727540E+00, -5.587697042664534E+00, -6.888603695258677E-03,
2443490.500000000, A.D. 1977-Dec-13 00:00:00.0000, -4.204691890575293E+09, -1.115049138272359E+09,  1.335461808452498E+09,  2.125453868541729E+00, -5.596771284760285E+00, -2.779722582818023E-02,
2443491.500000000, A.D. 1977-Dec-14 00:00:00.0000, -4.204508653681906E+09, -1.115533461979433E+09,  1.335458909406463E+09,  2.114138374597772E+00, -5.614573016513275E+00, -3.605666809115604E-02,
2443492.500000000, A.D. 1977-Dec-15 00:00:00.0000, -4.204326708269726E+09, -1.116019120708287E+09,  1.335456169024359E+09,  2.098091553013655E+00, -5.625124238977217E+00, -2.445212993253865E-02,
2443493.500000000, A.D. 1977-Dec-16 00:00:00.0000, -4.204145804774986E+09, -1.116504984489940E+09,  1.335454963107449E+09,  2.092081342448844E+00, -5.618909983103534E+00, -3.472724153463780E-03,
